fetched_utc,route_id,direction,length_m,travel_s,freeflow_s,delay_s
2026-07-23T14:36:36Z,strovolou,ab,5400,621,504,0
2026-07-23T14:36:36Z,strovolou,ba,5074,783,557,0
2026-07-23T14:36:36Z,tseriou,ab,3240,367,284,0
2026-07-23T14:36:36Z,tseriou,ba,3739,538,372,0
2026-07-23T14:36:36Z,prodromou,ab,2418,302,254,0
2026-07-23T14:36:36Z,prodromou,ba,2414,363,299,0
2026-07-23T15:44:31Z,strovolou,ab,5400,598,504,0
2026-07-23T15:44:31Z,strovolou,ba,4712,569,404,0
2026-07-23T15:44:31Z,tseriou,ab,2555,360,225,0
2026-07-23T15:44:31Z,tseriou,ba,3739,499,372,0
2026-07-23T15:44:31Z,prodromou,ab,2418,293,254,0
2026-07-23T15:44:31Z,prodromou,ba,2414,349,299,0
2026-07-23T15:44:31Z,akropoleos,ab,7073,807,590,0
2026-07-23T15:44:31Z,akropoleos,ba,5145,803,479,162
2026-07-23T15:44:31Z,athalassas,ab,2793,438,282,0
2026-07-23T15:44:31Z,athalassas,ba,6037,763,534,0
2026-07-23T15:44:31Z,lemesou,ab,2014,409,213,116
2026-07-23T15:44:31Z,lemesou,ba,2007,265,196,0
2026-07-23T15:44:31Z,sp_kyprianou,ab,6489,771,585,0
2026-07-23T15:44:31Z,sp_kyprianou,ba,6573,753,627,0
2026-07-23T15:44:31Z,archangelou,ab,7265,646,523,0
2026-07-23T15:44:31Z,archangelou,ba,6911,671,591,0
2026-07-23T15:44:31Z,konstantinoup,ab,2628,309,291,0
2026-07-23T15:44:31Z,konstantinoup,ba,2629,335,313,0
2026-07-23T15:44:31Z,stavrou,ab,2187,275,208,0
2026-07-23T15:44:31Z,stavrou,ba,2245,243,206,0
2026-07-23T15:44:31Z,makedonitissas,ab,2904,466,408,0
2026-07-23T15:44:31Z,makedonitissas,ba,2705,322,290,0
2026-07-23T15:44:31Z,armenias,ab,1079,145,119,0
2026-07-23T15:44:31Z,armenias,ba,1264,251,186,0
2026-07-23T15:44:31Z,arch_kyprianou,ab,1701,296,215,0
2026-07-23T15:44:31Z,arch_kyprianou,ba,1726,292,202,0
2026-07-23T15:44:31Z,a1_motorway,ab,10597,924,349,569
2026-07-23T15:44:31Z,a1_motorway,ba,21830,1477,1387,15
2026-07-23T15:44:31Z,makariou_lakat,ab,5849,668,516,0
2026-07-23T15:44:31Z,makariou_lakat,ba,6901,710,583,0
2026-07-23T15:44:31Z,griva_digeni,ab,4212,563,441,0
2026-07-23T15:44:31Z,griva_digeni,ba,5350,819,681,0
2026-07-23T15:44:31Z,aglantzias,ab,1775,211,177,0
2026-07-23T15:44:31Z,aglantzias,ba,3098,465,372,0
2026-07-23T15:44:31Z,kranidioti,ab,1458,111,105,0
2026-07-23T15:44:31Z,kranidioti,ba,1652,129,117,0
2026-07-23T15:44:31Z,perimetrikos,ab,2510,249,229,0
2026-07-23T15:44:31Z,perimetrikos,ba,2094,189,164,0
2026-07-23T15:44:31Z,hatziiosif,ab,2049,452,195,190
2026-07-23T15:44:31Z,hatziiosif,ba,2045,281,202,0
2026-07-23T15:44:31Z,perikleous,ab,2238,371,232,0
2026-07-23T15:44:31Z,perikleous,ba,2649,349,273,0
2026-07-23T15:44:31Z,avraamidi,ab,1264,182,140,0
2026-07-23T15:44:31Z,avraamidi,ba,1266,196,150,0
2026-07-23T15:44:31Z,athinon,ab,1573,240,204,0
2026-07-23T15:44:31Z,athinon,ba,1040,250,134,0
2026-07-23T15:44:31Z,tasou_markou,ab,544,79,70,0
2026-07-23T15:44:31Z,tasou_markou,ba,492,54,55,0
2026-07-23T15:44:31Z,peiraios,ab,590,97,71,0
2026-07-23T15:44:31Z,peiraios,ba,590,91,64,0
2026-07-23T15:54:57Z,strovolou,ab,5400,592,504,0
2026-07-23T15:54:57Z,strovolou,ba,4712,551,404,0
2026-07-23T15:54:57Z,tseriou,ab,2555,343,225,0
2026-07-23T15:54:57Z,tseriou,ba,3739,489,372,0
2026-07-23T15:54:57Z,prodromou,ab,2418,290,254,0
2026-07-23T15:54:57Z,prodromou,ba,2414,344,299,0
2026-07-23T15:54:57Z,akropoleos,ab,7329,776,575,0
2026-07-23T15:54:57Z,akropoleos,ba,5145,733,479,118
2026-07-23T15:54:57Z,athalassas,ab,2793,423,282,0
2026-07-23T15:54:57Z,athalassas,ba,6037,744,534,0
2026-07-23T15:54:57Z,lemesou,ab,2014,314,213,0
2026-07-23T15:54:57Z,lemesou,ba,2007,258,196,0
2026-07-23T15:54:57Z,sp_kyprianou,ab,6489,748,585,0
2026-07-23T15:54:57Z,sp_kyprianou,ba,6573,742,627,0
2026-07-23T15:54:57Z,archangelou,ab,7265,628,523,0
2026-07-23T15:54:57Z,archangelou,ba,6911,663,591,0
2026-07-23T15:54:57Z,konstantinoup,ab,2628,306,291,0
2026-07-23T15:54:57Z,konstantinoup,ba,2629,332,313,0
2026-07-23T15:54:57Z,stavrou,ab,2187,269,208,0
2026-07-23T15:54:57Z,stavrou,ba,2245,241,206,0
2026-07-23T15:54:57Z,makedonitissas,ab,2904,456,408,0
2026-07-23T15:54:57Z,makedonitissas,ba,2705,316,290,0
2026-07-23T15:54:57Z,armenias,ab,1079,142,119,0
2026-07-23T15:54:57Z,armenias,ba,1079,195,132,0
2026-07-23T15:54:57Z,arch_kyprianou,ab,1701,287,215,0
2026-07-23T15:54:57Z,arch_kyprianou,ba,1726,283,202,0
2026-07-23T15:54:57Z,a1_motorway,ab,10597,820,349,465
2026-07-23T15:54:57Z,a1_motorway,ba,21830,1696,1387,250
2026-07-23T15:54:57Z,makariou_lakat,ab,5849,653,516,0
2026-07-23T15:54:57Z,makariou_lakat,ba,6901,701,583,0
2026-07-23T15:54:57Z,griva_digeni,ab,4212,550,441,0
2026-07-23T15:54:57Z,griva_digeni,ba,5350,809,681,0
2026-07-23T15:54:57Z,aglantzias,ab,1775,208,177,0
2026-07-23T15:54:57Z,aglantzias,ba,3098,457,372,0
2026-07-23T15:54:57Z,kranidioti,ab,1458,110,105,0
2026-07-23T15:54:57Z,kranidioti,ba,1652,126,117,0
2026-07-23T15:54:57Z,perimetrikos,ab,2510,248,229,0
2026-07-23T15:54:57Z,perimetrikos,ba,2094,187,164,0
2026-07-23T15:54:57Z,hatziiosif,ab,2049,447,195,190
2026-07-23T15:54:57Z,hatziiosif,ba,2045,273,202,0
2026-07-23T15:54:57Z,perikleous,ab,2238,357,232,0
2026-07-23T15:54:57Z,perikleous,ba,2649,344,273,0
2026-07-23T15:54:57Z,avraamidi,ab,1264,179,140,0
2026-07-23T15:54:57Z,avraamidi,ba,1266,192,150,0
2026-07-23T15:54:57Z,athinon,ab,1573,238,204,0
2026-07-23T15:54:57Z,athinon,ba,1040,247,134,0
2026-07-23T15:54:57Z,tasou_markou,ab,544,78,70,0
2026-07-23T15:54:57Z,tasou_markou,ba,492,54,55,0
2026-07-23T15:54:57Z,peiraios,ab,590,94,71,0
2026-07-23T15:54:57Z,peiraios,ba,590,87,64,0
2026-07-23T16:05:22Z,strovolou,ab,5400,592,504,0
2026-07-23T16:05:22Z,strovolou,ba,4712,548,404,0
2026-07-23T16:05:22Z,tseriou,ab,2555,340,225,0
2026-07-23T16:05:22Z,tseriou,ba,3739,490,372,0
2026-07-23T16:05:22Z,prodromou,ab,2418,291,254,0
2026-07-23T16:05:22Z,prodromou,ba,2414,345,299,0
2026-07-23T16:05:22Z,akropoleos,ab,7329,771,575,0
2026-07-23T16:05:22Z,akropoleos,ba,8177,723,595,0
2026-07-23T16:05:22Z,athalassas,ab,2793,425,282,0
2026-07-23T16:05:22Z,athalassas,ba,7142,702,587,0
2026-07-23T16:05:22Z,lemesou,ab,2014,309,213,0
2026-07-23T16:05:22Z,lemesou,ba,2007,256,196,0
2026-07-23T16:05:22Z,sp_kyprianou,ab,6489,743,585,0
2026-07-23T16:05:22Z,sp_kyprianou,ba,6573,747,627,0
2026-07-23T16:05:22Z,archangelou,ab,7265,624,523,0
2026-07-23T16:05:22Z,archangelou,ba,6911,666,591,0
2026-07-23T16:05:22Z,konstantinoup,ab,2628,308,291,0
2026-07-23T16:05:22Z,konstantinoup,ba,2629,333,313,0
2026-07-23T16:05:22Z,stavrou,ab,2187,267,208,0
2026-07-23T16:05:22Z,stavrou,ba,2245,242,206,0
2026-07-23T16:05:22Z,makedonitissas,ab,2904,455,408,0
2026-07-23T16:05:22Z,makedonitissas,ba,2705,314,290,0
2026-07-23T16:05:22Z,armenias,ab,1079,143,119,0
2026-07-23T16:05:22Z,armenias,ba,1079,194,132,0
2026-07-23T16:05:22Z,arch_kyprianou,ab,1701,286,215,0
2026-07-23T16:05:22Z,arch_kyprianou,ba,1726,284,202,0
2026-07-23T16:05:22Z,a1_motorway,ab,10597,818,349,464
2026-07-23T16:05:22Z,a1_motorway,ba,21830,1593,1387,145
2026-07-23T16:05:22Z,makariou_lakat,ab,5849,650,516,0
2026-07-23T16:05:22Z,makariou_lakat,ba,6901,699,583,0
2026-07-23T16:05:22Z,griva_digeni,ab,4212,551,441,0
2026-07-23T16:05:22Z,griva_digeni,ba,5350,807,681,0
2026-07-23T16:05:22Z,aglantzias,ab,1775,210,177,0
2026-07-23T16:05:22Z,aglantzias,ba,3098,456,372,0
2026-07-23T16:05:22Z,kranidioti,ab,1458,110,105,0
2026-07-23T16:05:22Z,kranidioti,ba,1652,126,117,0
2026-07-23T16:05:22Z,perimetrikos,ab,2510,248,229,0
2026-07-23T16:05:22Z,perimetrikos,ba,2094,187,164,0
2026-07-23T16:05:22Z,hatziiosif,ab,2049,448,195,190
2026-07-23T16:05:22Z,hatziiosif,ba,2045,274,202,0
2026-07-23T16:05:22Z,perikleous,ab,2238,355,232,0
2026-07-23T16:05:22Z,perikleous,ba,2649,343,273,0
2026-07-23T16:05:22Z,avraamidi,ab,1264,180,140,0
2026-07-23T16:05:22Z,avraamidi,ba,1266,192,150,0
2026-07-23T16:05:22Z,athinon,ab,1573,238,204,0
2026-07-23T16:05:22Z,athinon,ba,1040,248,134,0
2026-07-23T16:05:22Z,tasou_markou,ab,544,78,70,0
2026-07-23T16:05:22Z,tasou_markou,ba,492,54,55,0
2026-07-23T16:05:22Z,peiraios,ab,590,95,71,0
2026-07-23T16:05:22Z,peiraios,ba,590,87,64,0
2026-07-23T17:06:11Z,strovolou,ab,5400,569,504,0
2026-07-23T17:06:11Z,strovolou,ba,4712,499,404,0
2026-07-23T17:06:11Z,tseriou,ab,2555,305,225,0
2026-07-23T17:06:11Z,tseriou,ba,3739,459,372,0
2026-07-23T17:06:11Z,prodromou,ab,2418,281,254,0
2026-07-23T17:06:11Z,prodromou,ba,2414,329,299,0
2026-07-23T17:06:11Z,akropoleos,ab,5010,609,463,0
2026-07-23T17:06:11Z,akropoleos,ba,5145,603,479,0
2026-07-23T17:06:11Z,athalassas,ab,2793,387,282,0
2026-07-23T17:06:11Z,athalassas,ba,6037,673,534,0
2026-07-23T17:06:11Z,lemesou,ab,2014,269,213,0
2026-07-23T17:06:11Z,lemesou,ba,2007,240,196,0
2026-07-23T17:06:11Z,sp_kyprianou,ab,6489,684,585,0
2026-07-23T17:06:11Z,sp_kyprianou,ba,6573,718,627,0
2026-07-23T17:06:11Z,archangelou,ab,7265,586,523,0
2026-07-23T17:06:11Z,archangelou,ba,6911,655,591,0
2026-07-23T17:06:11Z,konstantinoup,ab,2628,307,291,0
2026-07-23T17:06:11Z,konstantinoup,ba,2629,330,313,0
2026-07-23T17:06:11Z,stavrou,ab,2187,248,208,0
2026-07-23T17:06:11Z,stavrou,ba,2245,232,206,0
2026-07-23T17:06:11Z,makedonitissas,ab,2797,430,391,0
2026-07-23T17:06:11Z,makedonitissas,ba,2705,303,290,0
2026-07-23T17:06:11Z,armenias,ab,1079,138,119,0
2026-07-23T17:06:11Z,armenias,ba,1079,178,132,0
2026-07-23T17:06:11Z,arch_kyprianou,ab,1701,256,215,0
2026-07-23T17:06:11Z,arch_kyprianou,ba,1726,260,202,0
2026-07-23T17:06:11Z,a1_motorway,ab,10597,552,349,186
2026-07-23T17:06:11Z,a1_motorway,ba,21688,1568,1465,0
2026-07-23T17:06:11Z,makariou_lakat,ab,5849,614,516,0
2026-07-23T17:06:11Z,makariou_lakat,ba,6901,666,583,0
2026-07-23T17:06:11Z,griva_digeni,ab,4212,515,441,0
2026-07-23T17:06:11Z,griva_digeni,ba,5350,772,681,0
2026-07-23T17:06:11Z,aglantzias,ab,1775,203,177,0
2026-07-23T17:06:11Z,aglantzias,ba,3098,434,372,0
2026-07-23T17:06:11Z,kranidioti,ab,1458,108,105,0
2026-07-23T17:06:11Z,kranidioti,ba,1652,122,117,0
2026-07-23T17:06:11Z,perimetrikos,ab,2510,250,229,0
2026-07-23T17:06:11Z,perimetrikos,ba,2094,177,164,0
2026-07-23T17:06:11Z,hatziiosif,ab,2049,284,195,0
2026-07-23T17:06:11Z,hatziiosif,ba,2045,251,202,0
2026-07-23T17:06:11Z,perikleous,ab,2238,313,232,0
2026-07-23T17:06:11Z,perikleous,ba,2649,325,273,0
2026-07-23T17:06:11Z,avraamidi,ab,1264,173,140,0
2026-07-23T17:06:11Z,avraamidi,ba,1266,179,150,0
2026-07-23T17:06:11Z,athinon,ab,1573,228,204,0
2026-07-23T17:06:11Z,athinon,ba,1040,222,134,0
2026-07-23T17:06:11Z,tasou_markou,ab,544,78,70,0
2026-07-23T17:06:11Z,tasou_markou,ba,492,54,55,0
2026-07-23T17:06:11Z,peiraios,ab,590,91,71,0
2026-07-23T17:06:11Z,peiraios,ba,590,76,64,0
2026-07-23T18:07:00Z,strovolou,ab,5400,557,504,0
2026-07-23T18:07:00Z,strovolou,ba,4712,465,404,0
2026-07-23T18:07:00Z,tseriou,ab,2555,275,225,0
2026-07-23T18:07:00Z,tseriou,ba,3739,435,372,0
2026-07-23T18:07:00Z,prodromou,ab,2418,277,254,0
2026-07-23T18:07:00Z,prodromou,ba,2414,322,299,0
2026-07-23T18:07:00Z,akropoleos,ab,5010,553,463,0
2026-07-23T18:07:00Z,akropoleos,ba,5145,554,479,0
2026-07-23T18:07:00Z,athalassas,ab,2793,346,282,0
2026-07-23T18:07:00Z,athalassas,ba,6037,621,534,0
2026-07-23T18:07:00Z,lemesou,ab,2014,246,213,0
2026-07-23T18:07:00Z,lemesou,ba,2007,223,196,0
2026-07-23T18:07:00Z,sp_kyprianou,ab,6489,648,585,0
2026-07-23T18:07:00Z,sp_kyprianou,ba,6573,692,627,0
2026-07-23T18:07:00Z,archangelou,ab,7265,572,523,0
2026-07-23T18:07:00Z,archangelou,ba,6911,653,591,0
2026-07-23T18:07:00Z,konstantinoup,ab,2628,311,291,0
2026-07-23T18:07:00Z,konstantinoup,ba,2629,329,313,0
2026-07-23T18:07:00Z,stavrou,ab,2187,235,208,0
2026-07-23T18:07:00Z,stavrou,ba,2245,227,206,0
2026-07-23T18:07:00Z,makedonitissas,ab,3632,433,395,0
2026-07-23T18:07:00Z,makedonitissas,ba,2705,303,290,0
2026-07-23T18:07:00Z,armenias,ab,1079,135,119,0
2026-07-23T18:07:00Z,armenias,ba,1079,158,132,0
2026-07-23T18:07:00Z,arch_kyprianou,ab,1701,240,215,0
2026-07-23T18:07:00Z,arch_kyprianou,ba,1726,233,202,0
2026-07-23T18:07:00Z,a1_motorway,ab,10597,364,349,0
2026-07-23T18:07:00Z,a1_motorway,ba,21688,1555,1465,0
2026-07-23T18:07:00Z,makariou_lakat,ab,5849,578,516,0
2026-07-23T18:07:00Z,makariou_lakat,ba,6901,643,583,0
2026-07-23T18:07:00Z,griva_digeni,ab,4212,490,441,0
2026-07-23T18:07:00Z,griva_digeni,ba,5350,744,681,0
2026-07-23T18:07:00Z,aglantzias,ab,1775,199,177,0
2026-07-23T18:07:00Z,aglantzias,ba,3098,410,372,0
2026-07-23T18:07:00Z,kranidioti,ab,1458,109,105,0
2026-07-23T18:07:00Z,kranidioti,ba,1652,125,117,0
2026-07-23T18:07:00Z,perimetrikos,ab,2510,251,229,0
2026-07-23T18:07:00Z,perimetrikos,ba,2094,174,164,0
2026-07-23T18:07:00Z,hatziiosif,ab,2049,251,195,0
2026-07-23T18:07:00Z,hatziiosif,ba,2045,231,202,0
2026-07-23T18:07:00Z,perikleous,ab,2238,277,232,0
2026-07-23T18:07:00Z,perikleous,ba,2649,307,273,0
2026-07-23T18:07:00Z,avraamidi,ab,1264,166,140,0
2026-07-23T18:07:00Z,avraamidi,ba,1266,170,150,0
2026-07-23T18:07:00Z,athinon,ab,1573,221,204,0
2026-07-23T18:07:00Z,athinon,ba,1040,190,134,0
2026-07-23T18:07:00Z,tasou_markou,ab,544,76,70,0
2026-07-23T18:07:00Z,tasou_markou,ba,492,56,55,0
2026-07-23T18:07:00Z,peiraios,ab,590,84,71,0
2026-07-23T18:07:00Z,peiraios,ba,590,71,64,0
2026-07-24T03:35:59Z,strovolou,ab,5693,762,553,0
2026-07-24T03:35:59Z,strovolou,ba,4712,425,404,0
2026-07-24T03:35:59Z,tseriou,ab,2555,259,225,0
2026-07-24T03:35:59Z,tseriou,ba,3739,447,372,0
2026-07-24T03:35:59Z,prodromou,ab,2418,282,254,0
2026-07-24T03:35:59Z,prodromou,ba,2414,349,299,0
2026-07-24T03:35:59Z,akropoleos,ab,5010,566,463,0
2026-07-24T03:35:59Z,akropoleos,ba,5145,689,479,0
2026-07-24T03:35:59Z,athalassas,ab,2793,357,282,0
2026-07-24T03:35:59Z,athalassas,ba,4485,728,538,0
2026-07-24T03:35:59Z,lemesou,ab,2014,255,213,0
2026-07-24T03:35:59Z,lemesou,ba,2007,278,196,0
2026-07-24T03:35:59Z,sp_kyprianou,ab,6489,632,585,0
2026-07-24T03:35:59Z,sp_kyprianou,ba,6573,874,627,0
2026-07-24T03:35:59Z,archangelou,ab,7265,562,523,0
2026-07-24T03:35:59Z,archangelou,ba,7441,842,669,0
2026-07-24T03:35:59Z,konstantinoup,ab,2628,291,291,0
2026-07-24T03:35:59Z,konstantinoup,ba,2629,340,313,0
2026-07-24T03:35:59Z,stavrou,ab,2187,214,208,0
2026-07-24T03:35:59Z,stavrou,ba,2245,227,206,0
2026-07-24T03:35:59Z,makedonitissas,ab,2904,444,408,0
2026-07-24T03:35:59Z,makedonitissas,ba,2705,316,290,0
2026-07-24T03:35:59Z,armenias,ab,1079,144,119,0
2026-07-24T03:35:59Z,armenias,ba,1079,171,132,0
2026-07-24T03:35:59Z,arch_kyprianou,ab,1701,226,215,0
2026-07-24T03:35:59Z,arch_kyprianou,ba,1726,339,202,0
2026-07-24T03:35:59Z,a1_motorway,ab,10597,355,349,0
2026-07-24T03:35:59Z,a1_motorway,ba,14560,856,750,0
2026-07-24T03:35:59Z,makariou_lakat,ab,5849,539,516,0
2026-07-24T03:35:59Z,makariou_lakat,ba,6316,658,613,0
2026-07-24T03:35:59Z,griva_digeni,ab,4212,437,441,0
2026-07-24T03:35:59Z,griva_digeni,ba,5350,819,681,0
2026-07-24T03:35:59Z,aglantzias,ab,1775,223,177,0
2026-07-24T03:35:59Z,aglantzias,ba,3098,441,372,0
2026-07-24T03:35:59Z,kranidioti,ab,1458,107,105,0
2026-07-24T03:35:59Z,kranidioti,ba,1652,125,117,0
2026-07-24T03:35:59Z,perimetrikos,ab,2510,263,229,0
2026-07-24T03:35:59Z,perimetrikos,ba,2094,164,164,0
2026-07-24T03:35:59Z,hatziiosif,ab,2049,239,195,0
2026-07-24T03:35:59Z,hatziiosif,ba,2045,288,202,0
2026-07-24T03:35:59Z,perikleous,ab,2238,307,232,0
2026-07-24T03:35:59Z,perikleous,ba,2649,315,273,0
2026-07-24T03:35:59Z,avraamidi,ab,1264,172,140,0
2026-07-24T03:35:59Z,avraamidi,ba,1266,155,150,0
2026-07-24T03:35:59Z,athinon,ab,1573,211,204,0
2026-07-24T03:35:59Z,athinon,ba,1040,202,134,0
